Rank,Player Name,Position,College
339,Romello Brinson,WR,SMU
340,Kanye Udoh,RB,Arizona State
341,Jack Velling,TE,Michigan State
342,Datrell Jones,WR,Boston College
343,Ty Morris,LB,Rice
344,Cole Wisniewski,S,Texas Tech
345,Behren Morton,QB,Texas Tech
346,De'Zhaun Stribling,WR,Mississippi
347,Eli Holstein,QB,Pittsburgh
348,Kendal Daniels,S,Oklahoma
349,Dean Miller,EDGE,Kansas
350,Vincent Anthony Jr.,EDGE,Duke
351,Michael Harris,LB,Maryland
352,Khalil Dinkins,TE,Penn State
353,Dasan McCullough,EDGE,Nebraska
354,Dane Key,WR,Nebraska
355,Ryan Mosesso,OT,UMass
356,Jalon Daniels,QB,Kansas
357,Kaelon Black,RB,Indiana
358,Jalen Catalon,S,Missouri
359,Reuben Unije,OT,UCLA
360,Zeke Berry,S,Michigan
361,James Smith,DL,Alabama
362,Braelin Moore,IOL,LSU
363,Adonijah Green,DL,Louisville
364,Eric Gentry,LB,USC
365,Jackie Marshall,DL,Baylor
366,Jalen Walthall,WR,Incarnate Word
367,Calvin Clements,OT,Kansas
368,Jaden Greathouse,WR,Notre Dame
369,Josh Thompson,IOL,LSU
370,Izavion Miller,OT,Auburn
371,Cameron Calhoun,CB,Alabama
372,Diego Pounds,OT,Mississippi
373,R.J. Maryland,TE,SMU
374,Knijeah Harris,IOL,Florida
375,Avery Johnson,QB,Kansas State
376,Tellek Lockette,IOL,Texas State
377,Jeadyn Lukus,CB,Clemson
378,Tyreek Chappell,CB,Texas A&M
379,Greg Johnson,IOL,Minnesota
380,Kobe Baynes,IOL,Kansas
381,Malik Spencer,S,Michigan State
382,Ethan Onianwa,OT,Ohio State
383,Febechi Nwaiwu,IOL,Oklahoma
384,BJ Williams,IOL,Pittsburgh
385,Elijah Pritchett,OT,Nebraska
386,McKale Boley,IOL,Virginia
387,Jameson Geers,TE,Minnesota
388,Kerry Brown,S,Minnesota
389,Giovanni El-Hadi,IOL,Michigan
390,Marvin Jones Jr.,EDGE,Oklahoma
391,Ben Murawski,IOL,UConn
392,Yhonzae Pierre,EDGE,Alabama
393,Ben Taylor-Whitfield,OT,TCU
394,Bryson Washington,RB,Baylor
395,Dorion Strawn,OT,Texas State
396,Shamar Easter,TE,North Carolina
397,Wade Woodaz,LB,Clemson
398,Quinten Christensen,IOL,South Dakota State
399,Davin Stoffel,TE,Illinois
400,Antonio Kite,CB,Mississippi
401,Roderick Kearney,OT,Florida
402,Trey White,EDGE,San Diego State
403,Riley Williams,TE,Oregon State
404,Teitum Tuioti,EDGE,Oregon
405,Isaiah Jatta,OT,BYU
406,Connor Tollison,IOL,Missouri
407,Markis Deal,DL,TCU
408,Will Shaffer,LB,Abilene Christian
409,Braylan Shelby,EDGE,USC
410,Luke Hasz,TE,Mississippi
411,Adepoju Adebawore,EDGE,Oklahoma
412,Billy Schrauth,IOL,Notre Dame
413,Deven Eastern,DL,Minnesota
414,TJ Guy,EDGE,Michigan
415,Jalen Stroman,S,Notre Dame
416,D.J. Hicks,DL,Texas A&M
417,Daniel Harris,CB,Georgia
418,Riley Mahlman,OT,Wisconsin
419,Josh Moten,CB,Southern Miss
420,Da'Shawn Womack,EDGE,Mississippi
421,Austin Mack,QB,Alabama
422,Jelani Thurman,TE,Ohio State
423,Judge Collier,CB,South Carolina
424,Wendell Moe Jr.,IOL,Tennessee
425,Kelby Collins,DL,Alabama
426,Kedrick Reescano,RB,Arizona
427,Jaiden Ausberry,LB,Notre Dame
428,Ka'morreun Pimpton,TE,TCU
429,Cooper Flanagan,TE,Notre Dame
430,Jaden Rashada,QB,Sacramento State
431,Anthony Donkoh,OT,Penn State
432,Ashton Stamps,CB,LSU
433,Joenel Aguero,S,Georgia
434,Richard Young,RB,Alabama
435,Caleb Herring,EDGE,Tennessee
436,Troy Bowles,LB,Michigan
437,Ethan Davis,TE,Tennessee
438,Tomas Rimac,IOL,Virginia Tech
439,Jordan Renaud,EDGE,Alabama
440,Princewill Umanmielen,EDGE,Mississippi
441,Joshua Padilla,IOL,Ohio State
442,Omar Aigbedion,IOL,Baylor
443,Lance Heard,OT,Tennessee
444,Andrew Rappleyea,TE,Penn State
445,Smith Snowden,CB,Utah
446,Liam Becher,IOL,North Dakota
447,Jayden Wayne,EDGE,California
448,Djay Braswell,RB,Georgia State
449,Wes King,IOL,Wyoming
450,Jalil Farooq,WR,Maryland
451,Keon Keeley,EDGE,Alabama
452,Lewis Carter,LB,UCF
453,Malachi Nelson,QB,UTEP
454,Max Bredeson,RB,Michigan
455,Mark Gronowski,QB,Iowa
456,Barion Brown,WR,LSU
457,Brandon Henderson,IOL,Illinois
458,Cam Miller,CB,Rutgers
459,Rueben Owens,RB,Texas A&M
460,Quinten Joyner,RB,Texas Tech
461,Barika Kpeenu,RB,North Dakota State
462,Fernando Carmona,IOL,Arkansas
463,Cormani McClain,CB,Florida
464,Derion Gullette,EDGE,Mississippi State
465,Jaylon Braxton,CB,Mississippi
466,Jordan Hall,DL,Georgia
467,Malik Hartford,S,Ohio State
468,Deshaun Lee,CB,Iowa
469,Isaiah Horton,WR,Alabama
470,Tausili Akana,LB,BYU
471,Brandon Inniss,WR,Ohio State
472,Johntay Cook II,WR,Syracuse
473,Vic Burley,DL,Clemson
474,Ta'Mere Robinson,LB,USC
475,Jordan Bass,LB,Virginia Tech
476,Stephiylan Green,DL,Clemson
477,Jalen Hale,WR,Alabama
478,Ayden Williams,WR,Mississippi State
479,Caden Jenkins,CB,Baylor
480,Hunter Clegg,EDGE,BYU
481,Jahlil Hurley,CB,Kansas
482,Ryan Niblett,WR,Texas
483,DaKaari Nelson,S,Penn State
484,Bruno Onwuazor,OT,Virginia State
485,Noah Thomas,WR,Georgia
486,Dillon Bell,WR,Georgia
487,Hykeem Williams,WR,Colorado
488,Colton Vasek,EDGE,Texas
489,Micah Pettus,OT,Florida State
490,Collin Sadler,OT,Clemson
491,Daylen Austin,CB,Oregon
492,Matthew Bailey,S,Illinois
493,Raymond Cottrell,WR,West Alabama
494,Hunter Osborne,DL,Virginia
495,Ryder Langsdale,OT,Rutgers
496,J'ven Williams,OT,Penn State
497,Joshua Mickens,EDGE,Ohio State
498,Markee Anderson,IOL,South Carolina
499,King Mack,S,Penn State
500,Braylon James,WR,TCU
501,Chimdy Onoh,OT,Penn State
502,Madden Sanker,OT,Louisville
503,Damonic Williams,DL,Oklahoma
504,Jalen Brown,WR,Arkansas
505,Jaxon Howard,EDGE,Minnesota
506,Malik Bryant,EDGE,Miami (FL)
507,Monroe Mills,OT,Virginia
508,Damari Brown,CB,Miami (FL)
509,Elijah Paige,OT,USC
510,Randon Fontenette,LB,Vanderbilt
511,Shelton Sampson Jr.,WR,Louisiana-Lafayette
512,Jacobe Johnson,CB,Oklahoma
513,Brenan Vernon,DL,Notre Dame
514,Gabe Harris,EDGE,Georgia
515,Samuel Singleton Jr.,RB,Florida State
516,Samson Okunlola,OT,Miami (FL)
517,Jamaal Jarrett,DL,USC
518,Rico Flores,WR,UCLA
519,Xzavier McLeod,DL,Georgia
520,Anthony Evans III,WR,Mississippi State
521,Dante Dowdell,RB,Kentucky
522,Wilkin Formby,OT,Alabama
523,Luke Montgomery,IOL,Ohio State
524,Cole Martin,CB,UCLA
525,Harris Sewell,IOL,Clemson
526,Robert Stafford,CB,UCLA
527,Rodrick Pleasant,CB,UCLA
528,Olaus Alinen,OT,Alabama
529,Qua Russaw,EDGE,Alabama
530,Dijon Johnson,CB,Florida
531,Makari Vickers,CB,Colorado
532,Daevin Hobbs,DL,Tennessee
533,Ja'Keem Jackson,CB,LSU
534,Antonio Gates Jr.,WR,Delaware State
535,Bai Jobe,EDGE,Miami (OH)
536,Mason Murphy,OT,Auburn
537,Jaleel Skinner,TE,Louisville
538,Nicolas Radicic,K,Indiana
539,Reid Carrico,LB,West Virginia
540,Elliot Donald,DL,Pittsburgh
541,Stanton Ramil,OT,Michigan State
542,Quency Wiggins,EDGE,Colorado
543,Jake Garcia,QB,Michigan
544,Nate Rutchena,TE,UC Davis
545,Andrew Depaepe,DL,Indiana
546,T.J. Shanahan,IOL,Penn State
547,Cameron Ball,DL,Arkansas
548,Declan Duley,P,Central Michigan
549,George Pettaway,RB,James Madison
550,Latrell McCutchin,CB,Houston
551,Nathan Leacock,WR,North Carolina
552,Gunner Stockton,QB,Georgia
553,Julian Humphrey,CB,Texas A&M
554,Javien Toviano,S,LSU
555,Jaylen Sneed,LB,Notre Dame
556,Dezz Ricks,CB,Texas A&M
557,Ross James,P,Oregon
558,Evan Tengesdahl,IOL,Cincinnati
559,Kam Olds,EDGE,Kentucky
560,Xavier Hill,IOL,Colorado
561,Jameial Lyons,EDGE,Penn State
562,Tyler White,P,Texas A&M
563,Enow Etta,DL,Michigan
564,Jason Moore,DL,Ohio State
565,Jaybron Harvey,EDGE,North Carolina
566,Kylin Jackson,S,TCU
567,Edric Hill,DL,Alabama
568,Jaydon Chatman,OT,Texas
569,Bo Hughley,OT,Georgia
570,Kam Robinson,LB,Virginia
571,Desmond Umeozulu,EDGE,South Carolina
572,Ashton Grable,IOL,Florida A&M
573,Jaquaize Pettaway,WR,East Carolina
574,Kamran James,EDGE,Florida
575,Bravion Rogers,CB,Texas A&M
576,Roderick Robinson II,RB,Georgia
577,Caden Barnett,OT,Wyoming
578,Jayvon Thomas,CB,Texas A&M
579,Shamurad Umarov,OT,Tennessee
580,Ian Reed,IOL,Clemson
581,Cordale Russell,WR,Miami (OH)
582,Calvin Simpson-Hunt,CB,Baylor
583,Samuel M'Pemba,EDGE,Texas A&M
584,Tony Rojas,LB,Penn State
585,Treyaun Webb,RB,Florida
586,Hudson Kaak,P,Auburn
587,Emmanuel Henderson,WR,Kansas
588,Jarra Anderson,DL,Arizona
589,David Olano,K,Illinois
590,Conner Weigman,QB,Houston
591,Phillip Daniels,OT,Ohio State
592,Palmer Williams,P,Baylor
593,Aidan Flintoft,P,Stanford
594,Jake Eldridge,LS,Rutgers
595,Conor Talty,K,Alabama
596,Chris Johnson Jr.,RB,SMU
597,Mikey Matthews,WR,UCLA
598,Brock Taylor,K,Vanderbilt
599,London Humphreys,WR,Georgia
600,Peyton Woodring,K,Georgia
601,Tyler Brown,WR,Clemson
602,Grayson Loftis,QB,Charlotte
603,Ephesians Prysock,CB,Washington
604,Sedrick Alexander,RB,Vanderbilt
605,Carl Williams IV,S,Baylor
606,Robert Gunn,K,Clemson
607,Cade McConnell,IOL,Vanderbilt
608,Kaden Feagin,RB,Illinois
609,Tyler Perkins,P,Iowa State
610,Bryce McFerson,P,Maryland
611,Alex Kilgore,LB,SMU
612,Joey Schlaffer,TE,Penn State
613,Alex McPherson,K,Auburn
614,Max Fletcher,P,Cincinnati
615,Hank Brown,QB,Iowa
616,Ethan Moczulski,K,Washington
617,Alex Bacchetta,P,Rice
618,Evan Link,OT,Michigan
619,A'Marion McCoy,CB,Boise State
620,Dion Crawford,LB,Buffalo
621,James Durand,IOL,Western Illinois
622,Marcus Ratcliffe,S,Texas A&M
623,Will Bettridge,K,Virginia
624,John Love,K,Virginia Tech
625,Trey Dubuc,LS,New Mexico
626,DJ Harvey,CB,USC
627,Eli Stein,LS,Cincinnati
628,Ryder Burns,LS,Southern Miss
629,Martel Hight,CB,Vanderbilt
630,Jackson Lee,LS,Florida Atlantic
631,Nate Merchant,LS,Coastal Carolina
632,Rino Monteforte,LS,California
633,Zavion Thomas,WR,LSU
634,Dominic Zvada,K,Michigan
635,Ben Bell,EDGE,Virginia Tech
636,Denver Harris,CB,UNLV
637,Reuben Fatheree II,OT,Texas A&M
638,Gabriel Brownlow-Dindy,DL,South Carolina
639,Zach Rice,IOL,Syracuse
640,Jeremiah Alexander,EDGE,Clemson
641,Chris Marshall,WR,Boise State
642,Aidan Gousby,S,Minnesota
643,Jaheim Singletary,CB,Arkansas
644,C.J. Hicks,EDGE,Ohio State
645,Rocco Spindler,IOL,Nebraska
646,Travis Shaw,DL,Texas
647,Braxton Fely,DL,Boise State
648,TreVonte Citizen,RB,McNeese State
649,Tegra Tshabola,IOL,Ohio State
650,Kolt Dieterich,OT,Sam Houston State
651,Julian Armella,IOL,UCLA
652,Donovan Green,TE,LSU
653,Bryan Thomas Jr.,EDGE,South Carolina
654,Andre Greene Jr.,WR,Virginia
655,Jacoby Mathews,S,Auburn
656,Matthew Hibner,TE,SMU
657,Gentry Williams,CB,Oklahoma
658,Jyaire Brown,CB,UCF
659,Holden Staes,TE,Indiana
660,Neto Umeozulu,IOL,Texas
661,Dean Connors,RB,Houston
662,Branson Robinson,RB,Georgia State
663,Talyn Shettron,WR,Oklahoma State
664,Jaylon Glover,RB,UNLV
665,Jamari Lyons,DL,Florida
666,Justin Flowe,LB,UNLV
667,J.Q. Hardaway,CB,Kentucky
668,Khurtiss Perry,DL,Jacksonville State
669,Patrick Kutas,IOL,Mississippi
670,Kaden Saunders,WR,Penn State
671,Maalik Murphy,QB,Oregon State
672,Logan Parr,IOL,SMU
673,Kendrick Law,WR,Kentucky
674,Devin Brown,QB,California
675,Walker Howard,QB,Louisiana-Lafayette
676,Justice Finkley,EDGE,Kansas
677,Jack Pedersen,TE,UCLA
678,Roy Williams,EDGE,Northern Illinois
679,Toriano Pride,CB,Missouri
680,Tobias Merriweather,WR,Utah
681,Jordan Hudson,WR,SMU
682,Zykeivous Walker,DL,Auburn
683,Emar'rion Winston,EDGE,Baylor
684,Dayne Shor,OT,Akron
685,E.J. Smith,RB,Texas A&M
686,Desmond Reid,RB,Pittsburgh
687,Malick Sylla,EDGE,Mississippi State
688,Teague Andersen,IOL,NC State
689,Joe Brunner,IOL,Wisconsin
690,Davaughn Patterson,S,Wake Forest
691,Kyion Grayes,WR,California
692,Shawn Murphy,LB,South Carolina
693,Earl Little II,CB,Florida State
694,Amari Niblack,TE,Texas A&M
695,Kaleb Brown,WR,UAB
696,Popeye Williams,EDGE,Western Michigan
697,Nyjalik Kelly,EDGE,UCF
698,Jaylon Guilbeau,CB,Texas
699,Tanner Arkin,TE,Illinois
700,Thomas Castellanos,QB,Florida State
701,M.J. Morris,QB,Coastal Carolina
702,Wesley Bissainthe,LB,Miami (FL)
703,Braylin Presley,WR,Tulsa
704,Griffin Wilde,WR,Northwestern
705,Cole Hutson,IOL,Texas
706,Kobe Prentice,WR,Baylor
707,Keaten Wade,EDGE,Colorado
708,Zion Branch,S,Georgia
709,Devon Jackson,LB,Oregon
710,Darris Smith,EDGE,Missouri
711,Omari Abor,EDGE,SMU
712,Enai White,EDGE,Penn State
713,Carson Hinzman,IOL,Ohio State
714,Miles Kitselman,TE,Tennessee
715,Jacolby Spells,CB,West Virginia
716,Kam Dewberry,IOL,Alabama
